País;Nivel Educación;Ítem;Valor;Dimension_ISDE;Dimension_Nombre
RO;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
RO;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
RO;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
RO;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
RO;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
RO;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
RS;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
RS;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
RS;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
RS;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
RS;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
RS;ESO;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
RS;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
RS;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
RS;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
RS;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
RS;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RS;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
RS;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
SE;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
SE;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
SE;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
SE;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
SE;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
SE;ESO;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
SE;ESO;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
SE;ESO;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
SE;ESO;Informática no se imparte como asignatura separada;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
SE;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
SE;Bachillerato;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SE;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
SE;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
SI;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
SI;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
SI;ESO;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
SI;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
SI;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
SI;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
SI;ESO;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
SI;ESO;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
SI;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
SI;Bachillerato;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
SI;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SI;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
SI;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
SK;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
SK;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
SK;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
SK;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
SK;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
SK;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
SK;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
SK;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;ESO;Autonomía del centro/autoridad local;Si;D4;Liderazgo y Política Institucional
SK;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
SK;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
SK;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
SK;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
TR;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
TR;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
TR;ESO;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
TR;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
TR;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
TR;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
TR;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
TR;ESO;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
TR;ESO;Informática no se imparte como asignatura separada;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
TR;Bachillerato;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
TR;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
TR;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
TR;Bachillerato;Informática no se imparte como asignatura separada;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
